authors,title,genres,book_id,image_url,year,average_rating
"Gene Zion, Margaret Bloy Graham",Harry the Dirty Dog,classics | humor | fiction | children,2582,http://books.google.com/books/content?id=X5cmD_jKF9cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1956,4.17
Anita Diamant,The Red Tent,historical-fiction | religion | fiction,150,http://books.google.com/books/content?id=Saqfl3hXqfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.16
Mitch Albom,Have a Little Faith: a True Story,spirituality | christian | memoir | religion | nonfiction | contemporary | biography,1440,http://books.google.com/books/content?id=hI8kAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.16
"Julia Child, Alex Prud'Homme",My Life in France,cookbooks | memoir | nonfiction | travel | biography,1441,https://images.gr-assets.com/books/1395564378m/5084.jpg,2006,4.16
"Bill Martin Jr., Eric Carle","Polar Bear, Polar Bear, What Do You Hear?",poetry | fiction | science | children | classics,2096,http://books.google.com/books/content?id=YFFMgsOzm0QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.16
Michael   Lewis,The Blind Side: Evolution of a Game,memoir | nonfiction | business | sports | biography,1349,http://books.google.com/books/content?id=u31IgxB4_kUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,4.16
Sheila Burnford,The Incredible Journey,fiction | young-adult | children | classics | fantasy,2523,http://books.google.com/books/content?id=k6W7ROckyzAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.16
Bill Simmons,The Book of Basketball: The NBA According to The Sports Guy,history | nonfiction | humor | sports | biography,3222,https://images.gr-assets.com/books/1320424763m/4452257.jpg,2009,4.16
Edgar Allan Poe,The Tell-Tale Heart and Other Writings,poetry | fiction | horror | mystery | classics | fantasy,402,https://images.gr-assets.com/books/1327936583m/391729.jpg,2004,4.15
Dr. Seuss,The Cat in the Hat,poetry | fiction | classics | fantasy | humor,251,https://images.gr-assets.com/books/1468890477m/233093.jpg,1985,4.15
Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",fiction | young-adult | contemporary | chick-lit | romance,203,https://images.gr-assets.com/books/1358259032m/11505797.jpg,2011,4.15
Nicholas Sparks,A Walk to Remember,christian | fiction | young-adult | classics | contemporary | ebooks | chick-lit | romance | historical-fiction,107,https://images.gr-assets.com/books/1385738968m/3473.jpg,2004,4.15
"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,spirituality | christian | religion | nonfiction,797,https://images.gr-assets.com/books/1328763220m/3206011.jpg,2008,4.15
Kiera Cass,"The Selection (The Selection, #1)",fiction | young-adult | fantasy | chick-lit | romance | science-fiction,206,https://images.gr-assets.com/books/1322103400m/10507293.jpg,2012,4.15
"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1),fiction | young-adult | children | classics | humor,1469,https://images.gr-assets.com/books/1353400157m/774001.jpg,1992,4.15
Marissa Meyer,"Cinder (The Lunar Chronicles, #1)",fiction | young-adult | steampunk | ebooks | fantasy | paranormal | romance | science-fiction,252,https://images.gr-assets.com/books/1470056948m/11235712.jpg,2012,4.15
Patti Smith,Just Kids,poetry | memoir | nonfiction | music | art | biography,775,https://images.gr-assets.com/books/1259762407m/341879.jpg,2010,4.14
Ned Vizzini,It's Kind of a Funny Story,fiction | young-adult | contemporary | romance | psychology,564,https://images.gr-assets.com/books/1420629730m/248704.jpg,2007,4.14
"George Orwell, Marcelo Pen, Erich Fromm, Amazing Améziane, Regina Silveira, Harald Sachse, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer",1984,philosophy | fiction | horror | classics | ebooks | fantasy | science-fiction,13,https://images.gr-assets.com/books/1348990566m/5470.jpg,2009,4.14
William Peter Blatty,The Exorcist,fiction | horror | religion | classics | fantasy | paranormal | thriller,731,https://images.gr-assets.com/books/1375168676m/179780.jpg,1994,4.14
Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",fiction | horror | suspense | mystery | classics | crime | thriller,209,https://images.gr-assets.com/books/1390426249m/23807.jpg,2002,4.14
Nicholas Sparks,The Last Song,fiction | young-adult | contemporary | chick-lit | romance,169,https://images.gr-assets.com/books/1286549186m/6400090.jpg,2009,4.14
"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,classics | nonfiction | cookbooks,913,https://images.gr-assets.com/books/1379313627m/327847.jpg,1997,4.14
Richelle Mead,"Vampire Academy (Vampire Academy, #1)",fiction | young-adult | fantasy | paranormal | romance,210,https://images.gr-assets.com/books/1361098973m/345627.jpg,2007,4.14
Jandy Nelson,I'll Give You the Sun,fiction | young-adult | lgbt | contemporary | romance,950,https://images.gr-assets.com/books/1496659336m/20820994.jpg,2014,4.14
"Allen Ginsberg, William Carlos Williams",Howl and Other Poems,classics | lgbt | poetry | fiction,1329,https://images.gr-assets.com/books/1327870926m/6295.jpg,2001,4.14
"Trenton Lee Stewart, Carson Ellis","The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",fiction | young-adult | children | mystery | contemporary | fantasy | science-fiction | humor,1293,https://images.gr-assets.com/books/1342715444m/83369.jpg,2007,4.14
Dale Carnegie,How to Win Friends and Influence People,business | classics | psychology | nonfiction,260,https://images.gr-assets.com/books/1442726934m/4865.jpg,1998,4.13
E.L. James,"Fifty Shades Trilogy (Fifty Shades, #1-3)",fiction | erotica | contemporary | chick-lit | romance,843,https://images.gr-assets.com/books/1431573483m/13584236.jpg,2012,4.13
Jodi Ellen Malpas,"This Man (This Man, #1)",erotica | contemporary | fiction | romance,1470,https://images.gr-assets.com/books/1352790466m/16140036.jpg,2012,4.13
Alison Bechdel,Fun Home: A Family Tragicomic,comics | lgbt | memoir | nonfiction | graphic-novels | biography,1370,https://images.gr-assets.com/books/1327652831m/38990.jpg,2007,4.12
"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,fiction | history | classics | contemporary | ebooks | chick-lit | romance | historical-fiction | humor,195,https://images.gr-assets.com/books/1351979318m/2728527.jpg,2008,4.12
"Stephen Hawking, Cao Chi, Phạm Văn Thiều",A Brief History of Time,philosophy | science | history | nonfiction | classics,439,https://images.gr-assets.com/books/1333578746m/3869.jpg,1998,4.12
Cassandra Clare,"City of Bones (The Mortal Instruments, #1)",fiction | young-adult | fantasy | paranormal | romance,51,https://images.gr-assets.com/books/1432730315m/256683.jpg,2007,4.12
"Neil Gaiman, Dave McKean",The Graveyard Book,fiction | young-adult | horror | fantasy | paranormal,312,https://images.gr-assets.com/books/1303859949m/2213661.jpg,2008,4.12
S.C. Stephens,"Thoughtless (Thoughtless, #1)",fiction | young-adult | music | contemporary | chick-lit | romance,965,https://images.gr-assets.com/books/1331254339m/13517535.jpg,2011,4.12
Joel Fuhrman,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,nonfiction | cookbooks,9379,http://books.google.com/books/content?id=gwksvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.12
Lois Lowry,"The Giver (The Giver, #1)",fiction | young-adult | classics | fantasy | science-fiction,36,https://images.gr-assets.com/books/1342493368m/3636.jpg,2006,4.12
Miguel Ruiz,The Four Agreements: A Practical Guide to Personal Freedom,philosophy | spirituality | religion | nonfiction | business | psychology,790,http://books.google.com/books/content?id=RkvTnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.12
"Ian Edginton, I.N.J. Culbard, Oscar Wilde",The Picture of Dorian Gray: A Graphic Novel,fiction | comics | horror | children | science | young-adult | mystery | classics | fantasy | manga | graphic-novels | science-fiction,2484,https://images.gr-assets.com/books/1328766635m/3052106.jpg,2008,4.12
John Grogan,Marley and Me: Life and Love With the World's Worst Dog,memoir | nonfiction | contemporary | humor | biography,199,https://images.gr-assets.com/books/1308858322m/12691.jpg,2005,4.12
H.G. Bissinger,"Friday Night Lights: A Town, a Team, and a Dream",history | nonfiction | sports | biography,2362,http://books.google.com/books/content?id=M1UzngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.11
Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster,memoir | history | nonfiction | sports | travel | biography,236,https://images.gr-assets.com/books/1463384482m/1898.jpg,1999,4.11
"Stieg Larsson, Reg Keeland","The Girl with the Dragon Tattoo (Millennium, #1)",fiction | suspense | mystery | contemporary | crime | thriller,16,https://images.gr-assets.com/books/1327868566m/2429135.jpg,2008,4.11
"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",fiction | young-adult | classics | fantasy | humor,158,https://images.gr-assets.com/books/1309211401m/6310.jpg,2005,4.1
"Anthony Kiedis, Larry Sloman",Scar Tissue,nonfiction | memoir | music | biography,1844,http://books.google.com/books/content?id=g04AAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.1
"Matsuri Hino, Tomo Kimura","Vampire Knight, Vol. 1 (Vampire Knight, #1)",comics | young-adult | manga | paranormal | fantasy | romance | graphic-novels,1126,https://images.gr-assets.com/books/1329232329m/263145.jpg,2007,4.1
Alice Clayton,"Wallbanger (Cocktail, #1)",fiction | erotica | contemporary | chick-lit | romance | humor,942,https://images.gr-assets.com/books/1352205960m/15858248.jpg,2012,4.1
"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",The Diary of a Young Girl,memoir | history | nonfiction | classics | biography,15,https://images.gr-assets.com/books/1358276407m/48855.jpg,1993,4.1
"Charlotte Brontë, Michael Mason",Jane Eyre,classics | historical-fiction | fiction | romance,43,https://images.gr-assets.com/books/1327867269m/10210.jpg,2003,4.1
Lee Strobel,The Case for Christ,spirituality | christian | religion | history | nonfiction,1277,https://images.gr-assets.com/books/1448776489m/73186.jpg,1998,4.1
Dinah Bucholz,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),nonfiction | cookbooks,8932,http://books.google.com/books/content?id=weHxzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.1
Philip Pullman,"The Subtle Knife (His Dark Materials, #2)",fiction | young-adult | children | religion | steampunk | classics | ebooks | fantasy | science-fiction,368,https://images.gr-assets.com/books/1451271814m/119324.jpg,1997,4.1
Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment,philosophy | spirituality | religion | nonfiction | psychology,744,http://books.google.com/books/content?id=NFQ7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.1
"Dallas Hartwig, Melissa Hartwig",It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,nonfiction | cookbooks,5453,https://images.gr-assets.com/books/1364140054m/13193855.jpg,2012,4.09
Walter Isaacson,Steve Jobs,memoir | history | nonfiction | business | biography,128,https://images.gr-assets.com/books/1327861368m/11084145.jpg,2011,4.09
"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,art | classics | historical-fiction | fiction,1466,https://images.gr-assets.com/books/1327879079m/321552.jpg,1961,4.09
Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",psychology | memoir | nonfiction | biography,221,http://books.google.com/books/content?id=doyjAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,4.08
"C.S. Lewis, Pauline Baynes","The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",christian | fiction | young-adult | classics | fantasy,292,https://images.gr-assets.com/books/1343185059m/140225.jpg,2006,4.08
Mark Bittman,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,nonfiction | cookbooks,6988,http://books.google.com/books/content?id=9tjZwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.08
Daniel Kahneman,"Thinking, Fast and Slow",philosophy | science | nonfiction | business | psychology,619,https://images.gr-assets.com/books/1317793965m/11468377.jpg,2011,4.08
"Hunter S. Thompson, Ralph Steadman",Fear and Loathing in Las Vegas,fiction | classics | contemporary | humor | travel,350,https://images.gr-assets.com/books/1394204569m/7745.jpg,1998,4.08
Arthur Golden,Memoirs of a Geisha,classics | historical-fiction | fiction | romance,33,http://books.google.com/books/content?id=GNw7PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.08
"Milan Kundera, Michael Henry Heim",The Unbearable Lightness of Being,philosophy | fiction | classics | contemporary | romance,323,https://images.gr-assets.com/books/1265401884m/9717.jpg,2009,4.08
Daniel Keyes,Flowers for Algernon,fiction | science | young-adult | classics | contemporary | fantasy | ebooks | psychology | science-fiction,271,https://images.gr-assets.com/books/1367141311m/18373.jpg,2005,4.07
Sebastian Junger,The Perfect Storm: A True Story of Men Against the Sea,science | history | nonfiction | travel | biography,1048,http://books.google.com/books/content?id=KdYWtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.07
Sara Gruen,Water for Elephants,historical-fiction | contemporary | fiction | romance,46,https://images.gr-assets.com/books/1494428973m/43641.jpg,2007,4.07
Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",memoir | history | nonfiction | classics | biography,179,http://books.google.com/books/content?id=5KBImUDYq2QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.07
Jodi Picoult,My Sister's Keeper,contemporary | fiction | young-adult | chick-lit,64,https://images.gr-assets.com/books/1369504683m/10917.jpg,2005,4.06
"Jane Austen, Tony Tanner, Ros Ballaster",Sense and Sensibility,classics | historical-fiction | fiction,76,https://images.gr-assets.com/books/1397245675m/14935.jpg,2003,4.06
Margaret Atwood,The Handmaid's Tale,classics | science-fiction | fiction | fantasy,119,https://images.gr-assets.com/books/1498057733m/38447.jpg,1998,4.06
"Malala Yousafzai, Christina Lamb",I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,memoir | history | nonfiction | biography,470,https://images.gr-assets.com/books/1375414895m/17851885.jpg,2013,4.06
Kurt Vonnegut Jr.,Slaughterhouse-Five,fiction | classics | fantasy | science-fiction | historical-fiction,65,https://images.gr-assets.com/books/1440319389m/4981.jpg,1999,4.06
"Mitch Albom, Saulius Dagys",Tuesdays with Morrie,philosophy | memoir | nonfiction | classics | contemporary | biography,114,https://images.gr-assets.com/books/1423763749m/6900.jpg,2000,4.06
"Oscar Wilde, Jeffrey Eugenides",The Picture of Dorian Gray,fiction | horror | lgbt | classics | fantasy,95,https://images.gr-assets.com/books/1424596966m/5297.jpg,2004,4.06
Nicholas Sparks,"The Notebook (The Notebook, #1)",fiction | young-adult | classics | contemporary | ebooks | chick-lit | romance | historical-fiction,44,https://images.gr-assets.com/books/1385738917m/15931.jpg,1997,4.06
Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",fiction | young-adult | steampunk | fantasy | science-fiction,480,https://images.gr-assets.com/books/1329189152m/18122.jpg,2003,4.06
Gayle Forman,"Where She Went (If I Stay, #2)",fiction | young-adult | music | contemporary | romance,475,https://images.gr-assets.com/books/1347810457m/8492825.jpg,2011,4.06
Sarah Dessen,Just Listen,fiction | young-adult | music | contemporary | chick-lit | romance,443,https://images.gr-assets.com/books/1358270741m/51738.jpg,2006,4.06
Christina Lauren,"Beautiful Bastard (Beautiful Bastard, #1)",fiction | erotica | contemporary | chick-lit | romance | humor,1143,https://images.gr-assets.com/books/1362258921m/16102004.jpg,2013,4.05
Bill Bryson,In a Sunburned Country,memoir | history | nonfiction | humor | travel | biography,1460,http://books.google.com/books/content?id=7ZELqUsksIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.05
Truman Capote,In Cold Blood,history | nonfiction | mystery | classics | crime | thriller | biography,181,https://images.gr-assets.com/books/1424931136m/168642.jpg,1994,4.05
Ruth Reichl,Tender at the Bone: Growing Up at the Table,nonfiction | memoir | cookbooks | biography,3546,http://books.google.com/books/content?id=osbDzuqeW8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.05
Bill Bryson,A Walk in the Woods,memoir | history | nonfiction | humor | travel | biography,316,http://books.google.com/books/content?id=TBJHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.05
Lisa See,Snow Flower and the Secret Fan,fiction | history | ebooks | contemporary | chick-lit | romance | historical-fiction,273,https://images.gr-assets.com/books/1327880508m/1103.jpg,2006,4.05
David McCullough,John Adams,history | nonfiction | biography,366,https://images.gr-assets.com/books/1478144278m/2203.jpg,2001,4.05
Stephen R. Covey,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,business | philosophy | psychology | nonfiction,247,https://images.gr-assets.com/books/1421842784m/36072.jpg,2004,4.05
Louisa May Alcott,"Little Women (Little Women, #1)",fiction | young-adult | classics | romance | historical-fiction,42,http://books.google.com/books/content?id=m1C_wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
Madeleine L'Engle,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",fiction | young-adult | children | classics | fantasy | science-fiction,117,https://images.gr-assets.com/books/1329061522m/18131.jpg,1973,4.04
James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,business | nonfiction,932,http://books.google.com/books/content?id=P0PJw8qQ__AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.04
Rebecca Skloot,The Immortal Life of Henrietta Lacks,history | nonfiction | science | biography,208,https://images.gr-assets.com/books/1327878144m/6493208.jpg,2010,4.04
Ernest Hemingway,A Moveable Feast,memoir | nonfiction | classics | travel | biography,1031,https://images.gr-assets.com/books/1427463201m/4631.jpg,2012,4.04
Susan Elizabeth Phillips,"It Had to Be You (Chicago Stars, #1)",fiction | contemporary | chick-lit | romance | humor | sports,2706,https://images.gr-assets.com/books/1297088239m/73070.jpg,2002,4.04
Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",historical-fiction | fiction | chick-lit | romance,186,https://images.gr-assets.com/books/1355932638m/37470.jpg,2003,4.04
Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking,business | psychology | nonfiction | science,385,https://images.gr-assets.com/books/1328562861m/8520610.jpg,2012,4.04
Carol Rifka Brunt,Tell the Wolves I'm Home,fiction | young-adult | lgbt | contemporary | historical-fiction,993,https://images.gr-assets.com/books/1335450415m/12875258.jpg,2012,4.04
Jandy Nelson,The Sky Is Everywhere,fiction | young-adult | music | contemporary | chick-lit | romance,1767,https://images.gr-assets.com/books/1496659743m/6604794.jpg,2010,4.04
Suzanne Collins,"Mockingjay (The Hunger Games, #3)",fiction | young-adult | fantasy | romance | science-fiction,20,https://images.gr-assets.com/books/1358275419m/7260188.jpg,2010,4.03
John Grisham,A Time to Kill,fiction | suspense | mystery | crime | thriller,86,http://books.google.com/books/content?id=xyP0zKDKO8UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.03
Janet Evanovich,"One for the Money (Stephanie Plum, #1)",fiction | mystery | contemporary | romance | chick-lit | crime | humor,207,https://images.gr-assets.com/books/1316730230m/6853.jpg,2006,4.03
Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,business | psychology | nonfiction | science,537,https://images.gr-assets.com/books/1366758683m/12609433.jpg,2012,4.03
Neil Gaiman,Coraline,fiction | young-adult | horror | fantasy | paranormal,282,https://images.gr-assets.com/books/1493497435m/17061.jpg,2006,4.03
Sarah Dessen,This Lullaby,fiction | young-adult | music | contemporary | chick-lit | romance,615,https://images.gr-assets.com/books/1397779294m/22205.jpg,2004,4.03
Emma Donoghue,Room,fiction | young-adult | horror | suspense | mystery | ebooks | contemporary | crime | psychology | thriller,124,https://images.gr-assets.com/books/1344265419m/7937843.jpg,2010,4.03
Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,philosophy | spirituality | religion | nonfiction | psychology,719,http://books.google.com/books/content?id=tGBHvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
Barbara Kingsolver,The Poisonwood Bible,classics | historical-fiction | religion | fiction,100,https://images.gr-assets.com/books/1412242487m/7244.jpg,2005,4.02
Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,nonfiction | memoir | cookbooks | biography,6021,https://images.gr-assets.com/books/1339885200m/8725.jpg,2002,4.02
James Dashner,"The Maze Runner (Maze Runner, #1)",fiction | young-adult | mystery | fantasy | science-fiction,91,https://images.gr-assets.com/books/1375596592m/6186357.jpg,2009,4.02
Sylvain Reynard,"Gabriel's Inferno (Gabriel's Inferno, #1)",fiction | erotica | contemporary | chick-lit | romance,904,https://images.gr-assets.com/books/1301789770m/10140661.jpg,2011,4.02
C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",christian | fiction | young-adult | classics | fantasy,641,https://images.gr-assets.com/books/1308814830m/84369.jpg,2005,4.02
Nicole  Williams,"Crash (Crash, #1)",fiction | young-adult | contemporary | chick-lit | romance | sports,3004,https://images.gr-assets.com/books/1342588706m/15757434.jpg,2012,4.02
Jay Asher,Thirteen Reasons Why,fiction | young-adult | mystery | ebooks | contemporary | romance | thriller,147,https://images.gr-assets.com/books/1333822506m/1217100.jpg,2007,4.02
Mark Bittman,How to Cook Everything: Simple Recipes for Great Food,nonfiction | cookbooks,2020,http://books.google.com/books/content?id=vQ3EGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.02
Sue Monk Kidd,The Secret Life of Bees,fiction | young-adult | classics | contemporary | chick-lit | historical-fiction,57,https://images.gr-assets.com/books/1473454532m/37435.jpg,2003,4.01
Max Brooks,World War Z: An Oral History of the Zombie War,science-fiction | fiction | fantasy | horror,239,https://images.gr-assets.com/books/1386328204m/8908.jpg,2006,4.01
Jessica Sorensen,"The Secret of Ella and Micha (The Secret, #1)",fiction | young-adult | music | contemporary | chick-lit | romance,2153,https://images.gr-assets.com/books/1365638597m/15717876.jpg,2012,4.01
"Todd Burpo, Lynn Vincent",Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,spirituality | christian | memoir | religion | nonfiction | biography,299,http://books.google.com/books/content?id=dOfYRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.01
Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),memoir | nonfiction | art | psychology | humor | biography,1495,http://books.google.com/books/content?id=Mft-Ms1C1zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.01
"William Shakespeare, Richard Andrews, Rex Gibson",Hamlet,classics | poetry | fiction,125,https://images.gr-assets.com/books/1351051208m/1420.jpg,2005,4.0
Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",fiction | young-adult | fantasy | paranormal | romance,202,https://images.gr-assets.com/books/1358261334m/6339664.jpg,2009,4.0
Laurie Halse Anderson,Speak,fiction | young-adult | classics | contemporary | ebooks | psychology,234,https://images.gr-assets.com/books/1310121762m/439288.jpg,2001,4.0
Nigella Lawson,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,nonfiction | cookbooks,4272,http://books.google.com/books/content?id=Ks3NAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.0
Dodie Smith,I Capture the Castle,fiction | young-adult | children | classics | contemporary | chick-lit | romance | historical-fiction | humor,1957,http://books.google.com/books/content?id=cxAZf0kIy84C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1948,4.0
Stephen King,"The Gunslinger (The Dark Tower, #1)",fiction | horror | fantasy | science-fiction | thriller,232,https://images.gr-assets.com/books/1375776480m/43615.jpg,2003,3.99
David Levithan,"Every Day (Every Day, #1)",fiction | young-adult | lgbt | contemporary | fantasy | paranormal | romance | science-fiction,837,https://images.gr-assets.com/books/1356993940m/13262783.jpg,2012,3.99
Neil Gaiman,The Ocean at the End of the Lane,fiction | young-adult | horror | fantasy | paranormal,277,https://images.gr-assets.com/books/1497098563m/15783514.jpg,2013,3.99
Chad Harbach,The Art of Fielding,contemporary | fiction | sports,1030,https://images.gr-assets.com/books/1327882787m/10996342.jpg,2011,3.99
"Hermann Hesse, Hilda Rosner",Siddhartha,philosophy | spirituality | fiction | religion | classics | historical-fiction,180,https://images.gr-assets.com/books/1428715580m/52036.jpg,1981,3.99
"Dante Alighieri, Anthony M. Esolen",Inferno (The Divine Comedy #1),philosophy | poetry | fiction | religion | classics | fantasy,977,https://images.gr-assets.com/books/1333579470m/15645.jpg,2003,3.99
Anthony Burgess,A Clockwork Orange,fiction | horror | suspense | mystery | classics | contemporary | fantasy | ebooks | crime | psychology | science-fiction | thriller,173,https://images.gr-assets.com/books/1348339306m/227463.jpg,1995,3.98
Katherine Paterson,Bridge to Terabithia,fiction | young-adult | children | classics | contemporary | fantasy,245,https://images.gr-assets.com/books/1327880087m/2839.jpg,1977,3.98
Scott McCloud,Understanding Comics: The Invisible Art,comics | history | nonfiction | art | graphic-novels,1146,https://images.gr-assets.com/books/1328408101m/102920.jpg,1993,3.98
Jeffrey Eugenides,Middlesex,fiction | lgbt | classics | contemporary | historical-fiction,115,https://images.gr-assets.com/books/1437029776m/2187.jpg,2003,3.98
Joseph Heller,Catch-22,classics | historical-fiction | humor | fiction,113,https://images.gr-assets.com/books/1463157317m/168668.jpg,2004,3.98
Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,religion | history | nonfiction | crime | biography,688,https://images.gr-assets.com/books/1356441391m/10847.jpg,2004,3.98
Sylvia Plath,The Bell Jar,classics | poetry | fiction | psychology,178,https://images.gr-assets.com/books/1473890514m/6514.jpg,2006,3.98
"Isa Chandra Moskowitz, Terry Hope Romero",Veganomicon: The Ultimate Vegan Cookbook,nonfiction | cookbooks,4940,https://images.gr-assets.com/books/1328751476m/1059680.jpg,2007,3.98
Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",fiction | suspense | mystery | crime | thriller,222,https://images.gr-assets.com/books/1335860740m/7869.jpg,2005,3.98
John Bunyan,The Pilgrim's Progress,christian | fiction | religion | classics | fantasy,1357,https://images.gr-assets.com/books/1405982367m/29797.jpg,2003,3.98
"Bram Stoker, Nina Auerbach, David J. Skal",Dracula,fiction | horror | classics | fantasy | paranormal,97,https://images.gr-assets.com/books/1387151694m/17245.jpg,1986,3.98
John Grisham,The Client,fiction | suspense | mystery | crime | thriller,227,http://books.google.com/books/content?id=u61XH0OJ5AUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,3.97
Aldous Huxley,Brave New World,philosophy | fiction | classics | fantasy | science-fiction,55,https://images.gr-assets.com/books/1487389574m/5129.jpg,1998,3.97
Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",fiction | horror | classics | fantasy | paranormal | historical-fiction,205,https://images.gr-assets.com/books/1380631642m/43763.jpg,2004,3.97
Katherine Boo,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",history | nonfiction | travel,1252,https://images.gr-assets.com/books/1315601232m/11869272.jpg,2012,3.97
David Sedaris,Me Talk Pretty One Day,memoir | humor | nonfiction | biography,101,http://books.google.com/books/content?id=5zGGPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.97
J. Sterling,"The Perfect Game (The Perfect Game, #1)",young-adult | contemporary | chick-lit | romance | sports,2562,https://images.gr-assets.com/books/1345824139m/15783307.jpg,2012,3.97
Gayle Forman,"If I Stay (If I Stay, #1)",fiction | young-adult | music | contemporary | romance,149,https://images.gr-assets.com/books/1347462970m/4374400.jpg,2009,3.96
C.S. Lewis,"Prince Caspian (Chronicles of Narnia, #2)",christian | fiction | young-adult | classics | fantasy,347,https://images.gr-assets.com/books/1308814880m/121749.jpg,2005,3.96
