authors,title,genres,book_id,image_url,year,average_rating
Robert K. Massie,Catherine the Great: Portrait of a Woman,history | nonfiction | biography,1404,https://images.gr-assets.com/books/1403395276m/10414941.jpg,2011,3.91
Kristin Hannah,Winter Garden,fiction | contemporary | chick-lit | romance | historical-fiction,1406,https://images.gr-assets.com/books/1265932201m/6668467.jpg,2010,4.13
John Grisham,The King of Torts,fiction | suspense | mystery | crime | thriller,1407,http://books.google.com/books/content?id=2RX5X0TS5AoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.67
"Marcus Luttrell, Patrick Robinson",Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,memoir | history | nonfiction | biography,1408,https://images.gr-assets.com/books/1344265535m/711901.jpg,2007,4.34
Chetan Bhagat,The 3 Mistakes of My Life,fiction | young-adult | contemporary | romance | humor,1409,http://books.google.com/books/content?id=6CQjrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,2.97
Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",fiction | mystery | classics | crime | thriller,1410,http://books.google.com/books/content?id=vipSK5f4hbgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.2
Richard Wright,Native Son,classics | historical-fiction | fiction,1411,http://books.google.com/books/content?id=-lcIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.96
Brent Weeks,"Shadow's Edge (Night Angel, #2)",fiction | fantasy,1412,https://images.gr-assets.com/books/1327881435m/3754016.jpg,2008,4.27
Veronica Rossi,"Under the Never Sky (Under the Never Sky, #1)",fiction | young-adult | fantasy | paranormal | romance | science-fiction,1413,https://images.gr-assets.com/books/1356591725m/11594257.jpg,2012,4.01
Nicholas Sparks,"True Believer (Jeremy Marsh and Lexie Darnell, #1)",fiction | mystery | contemporary | chick-lit | romance,1414,https://images.gr-assets.com/books/1385739017m/3464.jpg,2006,3.8
Eric Ries,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,business | nonfiction,1415,https://images.gr-assets.com/books/1333576876m/10127019.jpg,2011,4.04
Richelle Mead,"The Golden Lily (Bloodlines, #2)",fiction | young-adult | fantasy | paranormal | romance,1416,https://images.gr-assets.com/books/1360599818m/8709523.jpg,2012,4.36
Lauren Weisberger,Chasing Harry Winston,fiction | contemporary | chick-lit | romance | humor,1417,http://books.google.com/books/content?id=7klRSiJ_OVcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008,3.32
David Eddings,"Magician's Gambit (The Belgariad, #3)",fiction | fantasy | young-adult,1418,https://images.gr-assets.com/books/1315276590m/44688.jpg,1983,4.13
"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",The Stand: Captain Trips,fiction | comics | horror | fantasy | graphic-novels | science-fiction | thriller,1419,http://books.google.com/books/content?id=VgiVvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.43
William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany,history | nonfiction,1420,https://images.gr-assets.com/books/1331223772m/767171.jpg,1990,4.15
Nick Hornby,A Long Way Down,humor | contemporary | fiction,1421,https://images.gr-assets.com/books/1467861525m/10073.jpg,2006,3.41
"Jeff Smith, Steve Hamaker","Out from Boneville (Bone, #1)",fiction | comics | young-adult | fantasy | graphic-novels | humor,1422,https://images.gr-assets.com/books/1327921261m/106134.jpg,2005,4.16
Stephen King,Rose Madder,fiction | horror | suspense | mystery | fantasy | paranormal | thriller,1423,https://images.gr-assets.com/books/1375870513m/10619.jpg,1995,3.66
Lee Child,"Die Trying (Jack Reacher, #2)",fiction | suspense | mystery | crime | thriller,1424,https://images.gr-assets.com/books/1377633008m/220969.jpg,2008,4.0
"Kami Garcia, Margaret Stohl, Paz Pruneda","Beautiful Chaos (Caster Chronicles, #3)",fiction | young-adult | fantasy | paranormal | romance,1425,https://images.gr-assets.com/books/1327878503m/10757833.jpg,2011,3.95
Jodi Picoult,Keeping Faith,fiction | religion | contemporary | chick-lit | romance,1426,https://images.gr-assets.com/books/1407111555m/10913.jpg,2006,3.79
Joe Hill,Heart-Shaped Box,fiction | horror | mystery | fantasy | paranormal | thriller,1427,https://images.gr-assets.com/books/1328043955m/153025.jpg,2007,3.82
Jeff Kinney,"Cabin Fever (Diary of a Wimpy Kid, #6)",fiction | comics | young-adult | graphic-novels | humor,1428,https://images.gr-assets.com/books/1350396037m/11254250.jpg,2011,4.21
Brent Weeks,"Beyond the Shadows (Night Angel, #3)",fiction | fantasy,1429,https://images.gr-assets.com/books/1327881432m/3754026.jpg,2008,4.29
Lauren Weisberger,Everyone Worth Knowing,fiction | contemporary | chick-lit | romance | humor,1430,http://books.google.com/books/content?id=_fM8PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.39
Brian Jacques,"Redwall (Redwall, #1)",classics | fiction | fantasy | young-adult,1431,https://images.gr-assets.com/books/1327877368m/7996.jpg,2006,4.11
"Karl Marx, Friedrich Engels, Gareth Stedman Jones",The Communist Manifesto,classics | history | nonfiction | philosophy,1432,https://images.gr-assets.com/books/1420003664m/30474.jpg,2002,3.51
Ruth Ware,The Woman in Cabin 10,fiction | suspense | mystery | contemporary | crime | thriller,1433,https://images.gr-assets.com/books/1465878007m/28187230.jpg,2016,3.67
James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),classics | historical-fiction | fiction,1434,http://books.google.com/books/content?id=JqnnTcDDFwUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1982,3.69
William Styron,Sophie's Choice,classics | historical-fiction | fiction,1435,https://images.gr-assets.com/books/1356714742m/228560.jpg,1992,4.18
Sophie Kinsella,"Shopaholic and Sister (Shopaholic, #4)",fiction | contemporary | chick-lit | romance | humor,1436,http://books.google.com/books/content?id=h5ZJdNoHXXUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.64
Julie Kagawa,The Iron Daughter,fiction | young-adult | fantasy | paranormal | romance,1437,https://images.gr-assets.com/books/1271790654m/7747064.jpg,2010,4.13
Karen Thompson Walker,The Age of Miracles,science-fiction | fiction | fantasy | young-adult,1439,https://images.gr-assets.com/books/1342487370m/12401556.jpg,2012,3.64
Mitch Albom,Have a Little Faith: a True Story,spirituality | christian | memoir | religion | nonfiction | contemporary | biography,1440,http://books.google.com/books/content?id=hI8kAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2009,4.16
"Julia Child, Alex Prud'Homme",My Life in France,cookbooks | memoir | nonfiction | travel | biography,1441,https://images.gr-assets.com/books/1395564378m/5084.jpg,2006,4.16
Graeme Simsion,"The Rosie Effect (Don Tillman, #2)",fiction | contemporary | chick-lit | romance | humor,1442,https://images.gr-assets.com/books/1426407990m/21844019.jpg,2015,3.56
Charles Bukowski,Ham on Rye,classics | contemporary | fiction | poetry,1444,https://images.gr-assets.com/books/1388195001m/38501.jpg,2014,4.16
Wendelin Van Draanen,Flipped,fiction | young-adult | contemporary | romance | humor,1445,https://images.gr-assets.com/books/1388554293m/331920.jpg,2003,3.94
Robert McCloskey,Make Way for Ducklings,classics | fiction,1447,https://images.gr-assets.com/books/1362580777m/29291.jpg,2001,4.21
"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)",fiction | horror | suspense | mystery | fantasy | crime | science-fiction | thriller,1448,http://books.google.com/books/content?id=mgbqwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.01
Bill Bryson,Notes from a Small Island,memoir | history | nonfiction | humor | travel | biography,1449,https://images.gr-assets.com/books/1479653223m/28.jpg,1997,3.91
Jim Butcher,"Small Favor (The Dresden Files, #10)",fiction | fantasy | paranormal | mystery,1450,https://images.gr-assets.com/books/1298085176m/927979.jpg,2008,4.43
Robert Kirkman,"The Walking Dead, Compendium 1",fiction | comics | horror | fantasy | graphic-novels,1451,https://images.gr-assets.com/books/1449865699m/6465707.jpg,2009,4.43
Shannon Hale,"Princess Academy (Princess Academy, #1)",fiction | fantasy | young-adult | romance,1452,https://images.gr-assets.com/books/1349410861m/85990.jpg,2007,4.01
"Nicola Yoon, David Yoon","Everything, Everything",contemporary | fiction | young-adult | romance,1453,https://images.gr-assets.com/books/1450515891m/18692431.jpg,2015,4.11
George Bernard Shaw,Pygmalion,classics | fiction | romance,1454,https://images.gr-assets.com/books/1453757285m/7714.jpg,1994,3.9
Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)",fiction | fantasy | young-adult,1456,http://books.google.com/books/content?id=6hxxNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,4.26
Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",fiction | contemporary | chick-lit | romance | humor,1457,https://images.gr-assets.com/books/1395233618m/363752.jpg,2001,3.53
Louis de Bernières,Corelli's Mandolin,classics | historical-fiction | fiction | romance,1458,https://images.gr-assets.com/books/1479680795m/3388.jpg,1995,3.95
Nicholas Sparks,"At First Sight (Jeremy Marsh and Lexie Darnell, #2)",contemporary | fiction | chick-lit | romance,1459,http://books.google.com/books/content?id=c3TktwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.81
Bill Bryson,In a Sunburned Country,memoir | history | nonfiction | humor | travel | biography,1460,http://books.google.com/books/content?id=7ZELqUsksIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.05
Arthur Conan Doyle,The Memoirs of Sherlock Holmes,fiction | mystery | classics | crime | historical-fiction,1461,https://images.gr-assets.com/books/1410716044m/194373.jpg,1993,4.32
Adam Johnson,The Orphan Master's Son,historical-fiction | contemporary | fiction,1462,https://images.gr-assets.com/books/1327878601m/11529868.jpg,2012,4.06
David Eddings,"Enchanters' End Game (The Belgariad, #5)",fiction | fantasy | young-adult,1463,https://images.gr-assets.com/books/1217735909m/44687.jpg,1984,4.17
"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis,comics | memoir | history | nonfiction | graphic-novels | biography,1464,https://images.gr-assets.com/books/1327876995m/991197.jpg,2007,4.36
Chaim Potok,The Chosen,fiction | young-adult | religion | classics | historical-fiction,1465,https://images.gr-assets.com/books/1403191327m/187181.jpg,1987,4.03
"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,art | classics | historical-fiction | fiction,1466,https://images.gr-assets.com/books/1327879079m/321552.jpg,1961,4.09
Cecelia Ahern,"Love, Rosie",fiction | young-adult | contemporary | chick-lit | romance,1468,https://images.gr-assets.com/books/1420732457m/147865.jpg,2006,3.95
Jodi Ellen Malpas,"This Man (This Man, #1)",erotica | contemporary | fiction | romance,1470,https://images.gr-assets.com/books/1352790466m/16140036.jpg,2012,4.13
W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",fiction | young-adult | contemporary | fantasy | humor,1471,http://books.google.com/books/content?id=hQ_PwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.35
Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",fiction | fantasy | young-adult | romance,1472,https://images.gr-assets.com/books/1417957944m/20560137.jpg,2016,4.32
J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",fiction | erotica | fantasy | paranormal | romance,1473,https://images.gr-assets.com/books/1327896547m/1240662.jpg,2008,4.12
Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)",historical-fiction | fiction | fantasy,1474,https://images.gr-assets.com/books/1349205573m/15819028.jpg,2013,4.1
"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)",fiction | young-adult | mystery | fantasy | humor,1476,https://images.gr-assets.com/books/1343701012m/297792.jpg,2003,4.0
"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House,classics | historical-fiction | fiction | mystery,1477,https://images.gr-assets.com/books/1280113147m/31242.jpg,2006,4.0
Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",classics | humor | fiction,1478,https://images.gr-assets.com/books/1348541342m/775597.jpg,2015,4.12
Jim Butcher,"Furies of Calderon (Codex Alera, #1)",fiction | fantasy | young-adult,1479,https://images.gr-assets.com/books/1329104514m/29396.jpg,2005,4.12
Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",fiction | fantasy | young-adult,1480,http://books.google.com/books/content?id=_uvOvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.27
Audrey Niffenegger,Her Fearful Symmetry,fiction | mystery | contemporary | fantasy | paranormal,1481,https://images.gr-assets.com/books/1327939087m/6202342.jpg,2009,3.23
J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",fiction | erotica | fantasy | paranormal | romance,1483,https://images.gr-assets.com/books/1321039998m/5098079.jpg,2009,4.38
Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)",science-fiction | fiction | fantasy | horror,1484,https://images.gr-assets.com/books/1429215870m/77565.jpg,1995,4.18
James Ellroy,"The Black Dahlia (L.A. Quartet, #1)",fiction | mystery | crime | historical-fiction | thriller,1485,https://images.gr-assets.com/books/1387048173m/21704.jpg,2006,3.75
"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",classics | fiction | fantasy | young-adult,1486,https://images.gr-assets.com/books/1359299332m/83346.jpg,1993,4.06
Jung Chang,Wild Swans: Three Daughters of China,memoir | history | nonfiction | biography,1487,http://books.google.com/books/content?id=UQClCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.23
P.D. Eastman,"Go, Dog. Go!",classics | fiction | fantasy | poetry,1488,https://images.gr-assets.com/books/1333578440m/460548.jpg,1961,4.08
"Laura Ingalls Wilder, Garth Williams","On the Banks of Plum Creek  (Little House, #4)",classics | historical-fiction | fiction | young-adult,1489,http://books.google.com/books/content?id=r0p3KdRX5i8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.19
Stephen King,"Finders Keepers (Bill Hodges Trilogy, #2)",fiction | horror | suspense | mystery | crime | thriller,1490,https://images.gr-assets.com/books/1468705421m/22453035.jpg,2015,4.03
"Guillermo del Toro, Chuck Hogan","The Strain (The Strain Trilogy, #1)",fiction | horror | fantasy | paranormal | science-fiction | thriller,1491,https://images.gr-assets.com/books/1326225354m/6065215.jpg,2009,3.77
"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson,classics | poetry | fiction,1492,https://images.gr-assets.com/books/1498347611m/112204.jpg,1976,4.21
Fred Gipson,"Old Yeller (Old Yeller, #1)",classics | historical-fiction | fiction | young-adult,1493,https://images.gr-assets.com/books/1327940112m/130580.jpg,2001,4.06
Steve Martin,Born Standing Up: A Comic's Life,memoir | humor | nonfiction | biography,1494,http://books.google.com/books/content?id=KEEBnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,3.87
Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),memoir | nonfiction | art | psychology | humor | biography,1495,http://books.google.com/books/content?id=Mft-Ms1C1zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.01
George R.R. Martin,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",fiction | fantasy,1496,https://images.gr-assets.com/books/1354567206m/147915.jpg,2011,4.56
"Mary Norton, Beth Krush, Joe Krush","The Borrowers (The Borrowers, #1)",classics | fiction | fantasy | young-adult,1497,https://images.gr-assets.com/books/1308945559m/348573.jpg,2003,4.02
Stephen King,Hearts in Atlantis,fiction | horror | suspense | mystery | fantasy | historical-fiction | thriller,1498,https://images.gr-assets.com/books/1374048926m/11602.jpg,2001,3.8
"Haruki Murakami, Alfred Birnbaum","A Wild Sheep Chase (The Rat, #3)",contemporary | fantasy | fiction | mystery,1500,https://images.gr-assets.com/books/1327908774m/11298.jpg,2002,3.94
Philippa Gregory,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",historical-fiction | fiction | chick-lit | romance,1501,https://images.gr-assets.com/books/1399204116m/252499.jpg,2004,3.83
Laini Taylor,"Days of Blood and Starlight (Daughter of Smoke and Bone, #2)",fiction | young-adult | fantasy | paranormal | romance,1502,https://images.gr-assets.com/books/1461353798m/12812550.jpg,2012,4.21
Tom Robbins,Jitterbug Perfume,fiction | classics | contemporary | fantasy | humor,1503,http://books.google.com/books/content?id=Yq18PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.24
John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",fiction | fantasy | young-adult,1504,https://images.gr-assets.com/books/1294443954m/144350.jpg,2008,4.32
Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",fiction | young-adult | fantasy | paranormal | romance | science-fiction,1505,https://images.gr-assets.com/books/1343178841m/10576365.jpg,2012,4.26
"Paulo Coelho, Margaret Jull Costa",The Zahir,philosophy | spirituality | fiction | contemporary | romance,1506,https://images.gr-assets.com/books/1493044059m/1427.jpg,2006,3.56
Norman Vincent Peale,The Power of Positive Thinking,philosophy | spirituality | religion | nonfiction | business | psychology,1507,http://books.google.com/books/content?id=2pKibwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.08
"Edith Wharton, Nina Bawden",The House of Mirth,classics | historical-fiction | fiction,1509,https://images.gr-assets.com/books/1328729186m/17728.jpg,2006,3.94
"Hiro Mashima, William Flanagan","Fairy Tail, Vol. 1 (Fairy Tail, #1)",fiction | comics | young-adult | manga | fantasy | graphic-novels,1510,http://books.google.com/books/content?id=S7qCngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2008,4.4
"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),fiction | fantasy,1511,https://images.gr-assets.com/books/1398466695m/21535271.jpg,2014,3.92
Solomon Northup,Twelve Years a Slave,memoir | history | nonfiction | classics | biography,1512,https://images.gr-assets.com/books/1378793462m/18478222.jpg,2013,4.15
J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",fiction | erotica | fantasy | paranormal | romance,1513,http://books.google.com/books/content?id=yXvmnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.41
Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,history | nonfiction | biography,1514,https://images.gr-assets.com/books/1335902168m/17780.jpg,2001,4.16
Ayaan Hirsi Ali,Infidel,memoir | religion | nonfiction | biography,1515,http://books.google.com/books/content?id=CthoAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.2
Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable,philosophy | science | history | nonfiction | business | psychology,1516,http://books.google.com/books/content?id=mcgtAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.88
Justin Cronin,"The Twelve (The Passage, #2)",fiction | horror | fantasy | science-fiction | thriller,1517,https://images.gr-assets.com/books/1331230956m/13281368.jpg,2012,3.98
"Aleksandr Solzhenitsyn, H.T. Willetts",One Day in the Life of Ivan Denisovich,classics | historical-fiction | fiction,1518,https://images.gr-assets.com/books/1427731744m/17125.jpg,2005,3.94
Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer",science-fiction | fiction | fantasy | steampunk,1519,http://books.google.com/books/content?id=Xg4izgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.19
Walter M. Miller Jr.,A Canticle for Leibowitz,fiction | religion | classics | fantasy | science-fiction,1520,https://images.gr-assets.com/books/1450516880m/164154.jpg,2006,3.97
"Sophocles, J.E. Thomas","Antigone (The Theban Plays, #3)",classics | fiction,1521,https://images.gr-assets.com/books/1486701308m/7728.jpg,2005,3.6
Colm Tóibín,Brooklyn,historical-fiction | fiction | romance,1522,https://images.gr-assets.com/books/1489957005m/4954833.jpg,2009,3.63
Lauren DeStefano,"Wither (The Chemical Garden, #1)",fiction | young-adult | fantasy | paranormal | science-fiction,1523,https://images.gr-assets.com/books/1341532430m/8525590.jpg,2011,3.81
Robert Jordan,"Crossroads of Twilight (Wheel of Time, #10)",fiction | fantasy,1525,https://images.gr-assets.com/books/1408325146m/113435.jpg,2003,3.82
Stephen Crane,The Red Badge of Courage,classics | historical-fiction | fiction | young-adult,1526,https://images.gr-assets.com/books/1327936136m/35220.jpg,2006,3.21
Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,nonfiction | humor | comics | science,1527,https://images.gr-assets.com/books/1451351509m/21413662.jpg,2014,4.17
Steven Erikson,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",fiction | fantasy,1528,https://images.gr-assets.com/books/1355144064m/55399.jpg,2005,3.85
Madeleine L'Engle,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",fiction | young-adult | classics | fantasy | science-fiction,1530,https://images.gr-assets.com/books/1327465278m/77276.jpg,1981,4.13
Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)",science-fiction | fiction | fantasy | young-adult,1531,http://books.google.com/books/content?id=md7vNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.99
Jodi Picoult,Sing You Home,fiction | lgbt | contemporary | chick-lit | romance,1532,http://books.google.com/books/content?id=Vd-YpRD4W4cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011,3.76
Anne Rice,"The Tale of the Body Thief (The Vampire Chronicles, #4)",fiction | fantasy | paranormal | horror,1533,https://images.gr-assets.com/books/1361577271m/31336.jpg,2005,3.7
David Baldacci,"The Camel Club (Camel Club, #1)",fiction | suspense | mystery | crime | thriller,1534,http://books.google.com/books/content?id=KCVWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)",fiction | fantasy | romance,1536,https://images.gr-assets.com/books/1443563626m/43892.jpg,1997,3.98
Philippa Gregory,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",historical-fiction | fiction | chick-lit | romance,1537,http://books.google.com/books/content?id=caWnfWM77oIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.84
Anne Tyler,A Spool of Blue Thread,historical-fiction | contemporary | fiction,1538,https://images.gr-assets.com/books/1451435883m/22501028.jpg,2015,3.4
Colson Whitehead,The Underground Railroad,historical-fiction | fiction,1539,https://images.gr-assets.com/books/1493178362m/30555488.jpg,2016,4.04
Melissa de la Cruz,"Masquerade (Blue Bloods, #2)",fiction | young-adult | fantasy | paranormal | romance,1540,https://images.gr-assets.com/books/1322287499m/106085.jpg,2007,3.91
J.M. Coetzee,Disgrace,classics | contemporary | fiction,1544,http://books.google.com/books/content?id=kNcAIAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.83
"A.A. Milne, Ernest H. Shepard","The House at Pooh Corner (Winnie-the-Pooh, #2)",classics | fiction | fantasy | young-adult,1545,https://images.gr-assets.com/books/1348195621m/776407.jpg,1988,4.36
Brent Weeks,"The Black Prism (Lightbringer, #1)",fiction | fantasy,1546,https://images.gr-assets.com/books/1327921884m/7165300.jpg,2010,4.24
Sue Monk Kidd,The Mermaid Chair,contemporary | fiction | chick-lit | romance,1547,https://images.gr-assets.com/books/1388259308m/6976.jpg,2006,3.1
"Lemony Snicket, Brett Helquist","The Carnivorous Carnival (A Series of Unfortunate Events, #9)",fiction | young-adult | mystery | fantasy | humor,1549,http://books.google.com/books/content?id=9BwmDjQGyrsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.97
Ally Carter,"Heist Society (Heist Society, #1)",fiction | young-adult | mystery | contemporary | romance | chick-lit | crime,1550,https://images.gr-assets.com/books/1359254479m/6574102.jpg,2010,3.91
B.A. Paris,Behind Closed Doors,fiction | suspense | mystery | crime | thriller,1551,https://images.gr-assets.com/books/1458854462m/29437949.jpg,2016,3.93
Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",classics | historical-fiction | fiction,1552,https://images.gr-assets.com/books/1355371689m/682804.jpg,1987,4.3
Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",fiction | horror | mystery | fantasy | paranormal | romance,1553,http://books.google.com/books/content?id=fDU9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.16
Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)",fiction | fantasy | young-adult,1554,http://books.google.com/books/content?id=W0klAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.24
H.G. Wells,The Island of Dr. Moreau,fiction | horror | classics | fantasy | science-fiction,1555,http://books.google.com/books/content?id=Q-bMzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,3.72
Jennifer L. Armentrout,"Opal (Lux, #3)",young-adult | fantasy | paranormal | romance | science-fiction,1556,https://images.gr-assets.com/books/1348200300m/13362536.jpg,2012,4.34
Sharon M. Draper,Out of My Mind,contemporary | fiction | young-adult,1558,http://books.google.com/books/content?id=i-Y8nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.37
Lauren Kate,"Rapture (Fallen, #4)",fiction | young-adult | fantasy | paranormal | romance,1559,https://images.gr-assets.com/books/1362339818m/12716010.jpg,2012,4.03
Amanda Hocking,"Switched (Trylle, #1)",fiction | young-adult | fantasy | paranormal | romance,1560,https://images.gr-assets.com/books/1288828865m/8564935.jpg,2012,3.89
"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Doctor Zhivago,classics | historical-fiction | fiction | romance,1561,https://images.gr-assets.com/books/1385508725m/130440.jpg,1997,4.03
Colleen Hoover,Confess,fiction | young-adult | contemporary | chick-lit | romance,1562,https://images.gr-assets.com/books/1412280173m/22609310.jpg,2017,4.25
Michael Crichton,Disclosure,fiction | suspense | mystery | crime | science-fiction | thriller,1564,https://images.gr-assets.com/books/1398678136m/7675.jpg,1994,3.76
Edith Wharton,Ethan Frome,classics | historical-fiction | fiction | romance,1566,https://images.gr-assets.com/books/1389822254m/5246.jpg,2005,3.35
"Jane Hamilton, Frank  Muller, C.J. Critt",A Map of the World,contemporary | fiction,1567,http://books.google.com/books/content?id=WRZvssU9AY4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.78
Colleen Hoover,It Ends with Us,fiction | young-adult | contemporary | chick-lit | romance,1568,https://images.gr-assets.com/books/1470427482m/27362503.jpg,2016,4.44
"O. Henry, Lisbeth Zwerger",The Gift of the Magi,classics | fiction | young-adult | romance,1569,http://books.google.com/books/content?id=p51ZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
Tom Wolfe,The Electric Kool-Aid Acid Test,memoir | history | nonfiction | classics | biography,1570,http://books.google.com/books/content?id=gr6gkDxyxnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.92
"William S. Burroughs, James Grauerholz, Barry  Miles",Naked Lunch,fiction | classics | contemporary | science-fiction | thriller,1571,http://books.google.com/books/content?id=JXttMwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.46
"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Dream Country (The Sandman #3),fiction | comics | horror | fantasy | graphic-novels,1572,https://images.gr-assets.com/books/1402485052m/25100.jpg,1999,4.28
John Grisham,A Painted House,fiction | suspense | mystery | historical-fiction | thriller,1573,http://books.google.com/books/content?id=PKKsy1PSK-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.67
